"coffeid","typeid","value"
70,7,"huehuetenango"
70,8,"ASOCIACION DE PERMACULTORES DE CUILCO (SANTOS LOPEZ MEJIA)"
70,9,"69 kg"
70,10,"Asociacion Nacional Del CafAfA(C)"
70,11,"2013"
70,12,"Bourbon"
70,13,"Washed / Wet"
70,14,"Green"
70,15,"Asociacion Nacional Del CafAfA(C)"
70,16,"ft"
71,1,"Arabica"
71,2,"assefa belay coffee producer"
71,3,"Ethiopia"
71,4,""
71,5,""
71,6,"assefa belay coffee producer"
71,7,"oromia"
71,8,"Assefa Belay Coffee Producer"
71,9,"60 kg"
71,10,"METAD Agricultural Development plc"
71,11,"2015"
71,12,""
71,13,"Washed / Wet"
71,14,"Green"
71,15,"METAD Agricultural Development plc"
71,16,"m"
72,1,"Arabica"
72,2,"great lakes coffee uganda"
72,3,"Uganda"
72,4,"chesiyo farmer group"
72,5,"great lakes coffee"
72,6,"great lakes coffee"
72,7,"kapchorwa"
72,8,"Chesiyo Farmer group"
72,9,"60 kg"
72,10,"Uganda Coffee Development Authority"
72,11,"2013"
72,12,"SL14"
72,13,"Washed / Wet"
72,14,"Green"
72,15,"Uganda Coffee Development Authority"
72,16,"m"
73,1,"Arabica"
73,2,"kona pacific farmers cooperative"
73,3,"United States (Hawaii)"
73,4,""
73,5,""
73,6,"kona pacific farmers cooperative"
73,7,"kona"
73,8,""
73,9,"100 lbs"
73,10,"Specialty Coffee Association"
73,11,"2012"
73,12,"Hawaiian Kona"
73,13,"Natural / Dry"
73,14,""
73,15,"Specialty Coffee Association"
73,16,"ft"
74,1,"Arabica"
74,2,"nucoffee"
74,3,"Brazil"
74,4,"fazenda serra de trAfAs barras"
74,5,""
74,6,"nucoffee"
74,7,"south of minas"
74,8,"JosAfA(C) Vagner Ribeiro Junqueira"
74,9,"60 kg"
74,10,"NUCOFFEE"
74,11,"2011"
74,12,"Bourbon"
74,13,"Semi-washed / Semi-pulped"
74,14,"Blue-Green"
74,15,"NUCOFFEE"
74,16,"m"
75,1,"Arabica"
75,2,"grounds for health admin"
75,3,"El Salvador"
75,4,"sierra nevada"
75,5,"beneficio las tres puertas"
75,6,""
75,7,"apaneca"
75,8,"J. Hill y Cia SA de CV"
75,9,"1 kg,lbs"
75,10,"Specialty Coffee Association"
75,11,"2009 / 2010"
75,12,""
75,13,""
75,14,""
75,15,"Specialty Coffee Association"
75,16,"m"
76,1,"Arabica"
76,2,"yunnan coffee exchange"
76,3,"China"
76,4,"pu'er city longke coffee co.ltd"
76,5,"pu'er city longke coffee co.ltd"
76,6,"yunnan coffee exchange"
76,7,"yunnan"
76,8,"Pu'er City Longke Coffee Co.Ltd"
76,9,"60 kg"
76,10,"Yunnan Coffee Exchange"
76,11,"2015"
76,12,"Catimor"
76,13,"Natural / Dry"
76,14,"Green"
76,15,"Yunnan Coffee Exchange"
76,16,"m"
77,1,"Arabica"
77,2,"essencecoffee"
77,3,"Guatemala"
77,4,"el injerto s.a."
77,5,"el injerto s.a."
77,6,"essence coffee"
77,7,"huehuetenango"
77,8,"Arturo Aguirre"
77,9,"30 kg"
77,10,"Blossom Valley International"
77,11,"2014"
77,12,"Pacamara"
77,13,"Natural / Dry"
77,14,"Green"
77,15,"Blossom Valley International"
77,16,"m"
78,1,"Arabica"
78,2,"the coffee source inc."
78,3,"Costa Rica"
78,4,"several"
78,5,"cafe altura de san ramon"
78,6,"the coffee source inc."
78,7,"west valley"
78,8,"Cafe Altura de San Ramon"
78,9,"3 lbs"
78,10,"Specialty Coffee Association"
78,11,"2014"
78,12,"Caturra"
78,13,"Washed / Wet"
78,14,"Bluish-Green"
78,15,"Specialty Coffee Association"
78,16,"m"
79,1,"Arabica"
79,2,"the coffee source inc."
79,3,"Costa Rica"
79,4,"several"
79,5,"cafe altura de san ramon"
79,6,"the coffee source inc."
79,7,"san ramon"
79,8,"SEVERAL"
79,9,"3 lbs"
79,10,"Specialty Coffee Association"
79,11,"2014"
79,12,"Caturra"
79,13,"Washed / Wet"
79,14,"Bluish-Green"
79,15,"Specialty Coffee Association"
79,16,"m"
80,1,"Arabica"
80,2,"rashid moledina & co. (msa) ltd."
80,3,"Kenya"
80,4,""
80,5,""
80,6,"rashid moledina & co. (msa) ltd"
80,7,"central kenya"
80,8,"Kianjogu - Rutuma F.C.S. Ltd."
80,9,"60 kg"
80,10,"Kenya Coffee Traders Association"
80,11,"2012"
80,12,"SL34"
80,13,"Washed / Wet"
80,14,"Green"
80,15,"Kenya Coffee Traders Association"
80,16,"m"
81,1,"Arabica"
81,2,"ibero kenya limited"
81,3,"Kenya"
81,4,""
81,5,"nkg/ck/hc/ss/kccm"
81,6,"ibero kenya limited"
81,7,"central kenya"
81,8,"Blend from various Producers"
81,9,"60 kg"
81,10,"Kenya Coffee Traders Association"
81,11,"2012"
81,12,"SL34"
81,13,"Washed / Wet"
81,14,"Green"
81,15,"Kenya Coffee Traders Association"
81,16,"m"
82,1,"Arabica"
82,2,"ethiopia commodity exchange"
82,3,"Ethiopia"
82,4,"phone number | 0911-513824 email: gmt.ft"
82,5,""
82,6,""
82,7,"yirgacheffe"
82,8,"Contact name | Egziabhez Mezgebe, GMT Industrial Plc"
82,9,"6 kg"
82,10,"Ethiopia Commodity Exchange"
82,11,"2009/2010"
82,12,""
82,13,""
82,14,""
82,15,"Ethiopia Commodity Exchange"
82,16,"m"
83,1,"Arabica"
83,2,"ethiopia commodity exchange"
83,3,"Ethiopia"
83,4,""
83,5,""
83,6,""
83,7,"yirgacheffe"
83,8,"Contact name | Hailu Gebre Hiwot"
83,9,"6"
83,10,"Ethiopia Commodity Exchange"
83,11,"2009/2010"
83,12,"Typica"
83,13,""
83,14,""
83,15,"Ethiopia Commodity Exchange"
83,16,"m"
84,1,"Arabica"
84,2,"juan luis alvarado romero"
84,3,"Guatemala"
84,4,"la esperanza y anexos"
84,5,"beneficio ixchel"
84,6,"unex guatemala, s.a."
84,7,"oriente"
84,8,"MARGARITA AVILA DE NUYENS"
84,9,"69 kg"
84,10,"Asociacion Nacional Del CafAfA(C)"
84,11,"2016"
84,12,"Bourbon"
84,13,""
84,14,"Green"
84,15,"Asociacion Nacional Del CafAfA(C)"
84,16,"m"
85,1,"Arabica"
85,2,"exportadora de cafe condor s.a"
85,3,"Colombia"
85,4,"various"
85,5,"trilladora agricola"
85,6,"exportadora de cafe condor s.a"
85,7,"santander"
85,8,"varios"
85,9,"70 kg"
85,10,"AlmacafAfA(C)"
85,11,"2015"
85,12,"Caturra"
85,13,"Washed / Wet"
85,14,"Green"
85,15,"AlmacafAfA(C)"
85,16,"m"
86,1,"Arabica"
86,2,"compaAfA+/-ia colombiana agroindustrial s.a"
86,3,"Colombia"
86,4,""
86,5,"trilladora boananza"
86,6,"ecom cca sa"
86,7,"santander"
86,8,""
86,9,"70 kg"
86,10,"AlmacafAfA(C)"
86,11,"2014"
86,12,"Caturra"
86,13,"Natural / Dry"
86,14,"Green"
86,15,"AlmacafAfA(C)"
86,16,"m"
87,1,"Arabica"
87,2,"nomura trading co., ltd."
87,3,"Indonesia"
87,4,""
87,5,""
87,6,"nomura trading co., ltd."
87,7,"lintong"
87,8,""
87,9,"60 kg"
87,10,"Specialty Coffee Association"
87,11,"2012"
87,12,"Sumatra Lintong"
87,13,"Semi-washed / Semi-pulped"
87,14,"Green"
87,15,"Specialty Coffee Association"
87,16,"m"
88,1,"Arabica"
88,2,"the coffee source inc."
88,3,"Guatemala"
88,4,"coop. hoja blanca - fedecocagua"
88,5,"coop. hoja blanca - fedecocagua"
88,6,"the coffee source inc."
88,7,"huehuetenango"
88,8,"Coop. Hoja Blanca - Fedecocagua"
88,9,"1 kg"
88,10,"Specialty Coffee Association"
88,11,"2012"
88,12,"Caturra"
88,13,"Washed / Wet"
88,14,""
88,15,"Specialty Coffee Association"
88,16,"m"
89,1,"Arabica"
89,2,"seid damtew coffee planataion"
89,3,"Ethiopia"
89,4,"seid damtew coffee planation"
89,5,"at site and addis ababa"
89,6,"seid damtew coffee planation"
89,7,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia."
89,8,"SEID DAMTEW COFFEE PLANATION"
89,9,"19200 kg"
89,10,"METAD Agricultural Development plc"
89,11,"2016"
89,12,"Other"
89,13,"Natural / Dry"
89,14,"Green"
89,15,"METAD Agricultural Development plc"
89,16,"m"
90,1,"Arabica"
90,2,"carcafe ltda ci"
90,3,"Colombia"
90,4,""
90,5,"pasto"
90,6,"carcafe ltda"
90,7,"pasto"
90,8,"JOSE ALBEIRO GOMEZ / LUIS JABER REALPE"
90,9,"70 kg"
90,10,"AlmacafAfA(C)"
90,11,"2015"
90,12,"Caturra"
90,13,"Natural / Dry"
90,14,""
90,15,"AlmacafAfA(C)"
90,16,"m"
91,1,"Arabica"
91,2,"steven kil"
91,3,"Ethiopia"
91,4,"aricha coop"
91,5,"aricha coop"
91,6,"the specialty coffee appraisers institute of asia"
91,7,"aricha"
91,8,"BNT"
91,9,"60 kg"
91,10,"Specialty Coffee Association"
91,11,"2014"
91,12,""
91,13,"Natural / Dry"
91,14,"Green"
91,15,"Specialty Coffee Association"
91,16,"m"
92,1,"Arabica"
92,2,"eileen koyanagi"
92,3,"United States (Hawaii)"
92,4,""
92,5,""
92,6,"kona pacific farmers cooperative"
92,7,"kona"
92,8,""
92,9,"100 lbs"
92,10,"Specialty Coffee Association"
92,11,"2014"
92,12,"Hawaiian Kona"
92,13,"Natural / Dry"
92,14,"Bluish-Green"
92,15,"Specialty Coffee Association"
92,16,"ft"
93,1,"Arabica"
93,2,"carcafe ltda ci"
93,3,"Colombia"
93,4,""
93,5,""
93,6,"carcafe ltda"
93,7,"cundinamarca"
93,8,"ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA"
93,9,"70 kg"
93,10,"AlmacafAfA(C)"
93,11,"2012"
93,12,"Caturra"
93,13,"Natural / Dry"
93,14,"Green"
93,15,"AlmacafAfA(C)"
93,16,"m"
94,1,"Arabica"
94,2,"kona pacific farmers cooperative"
94,3,"United States (Hawaii)"
94,4,""
94,5,""
94,6,""
94,7,"kona"
94,8,"Kona Pacific Farmers Cooperative"
94,9,"100 lbs"
94,10,"Specialty Coffee Association"
94,11,"2010-2011"
94,12,""
94,13,""
94,14,""
94,15,"Specialty Coffee Association"
94,16,"ft"
95,1,"Arabica"
95,2,"ethiopia commodity exchange"
95,3,"Ethiopia"
95,4,""
95,5,""
95,6,""
95,7,"sidamo"
95,8,"Exporter Name | Muluneh Kaka | Phone: 0114390290"
95,9,"6"
95,10,"Ethiopia Commodity Exchange"
95,11,"2010"
95,12,""
95,13,""
95,14,""
95,15,"Ethiopia Commodity Exchange"
95,16,"m"
96,1,"Arabica"
96,2,"kona pacific farmers cooperative"
96,3,"United States (Hawaii)"
96,4,"kona pacific farmers cooperative"
96,5,"kona pacific farmers cooperative"
96,6,""
96,7,"kona"
96,8,""
96,9,"0 lbs"
96,10,"Specialty Coffee Association"
96,11,""
96,12,""
96,13,""
96,14,""
96,15,"Specialty Coffee Association"
96,16,"ft"
97,1,"Arabica"
97,2,"kyagalanyi coffee ltd"
97,3,"Uganda"
97,4,"mount elgon area"
97,5,"kyagalanyi coffee ltd"
97,6,"kyagalanyi coffee ltd"
97,7,"eastern uganda"
97,8,"Kyagalanyi Coffee Ltd"
97,9,"60 kg"
97,10,"Uganda Coffee Development Authority"
97,11,"2016"
97,12,"SL14"
97,13,"Washed / Wet"
97,14,"Green"
97,15,"Uganda Coffee Development Authority"
97,16,"m"
98,1,"Arabica"
98,2,"racafe & cia s.c.a"
98,3,"Colombia"
98,4,""
98,5,"bachue"
98,6,"racafe & cia s.c.a"
98,7,"huila"
98,8,"La Plata"
98,9,"70 kg"
98,10,"AlmacafAfA(C)"
98,11,"2016"
98,12,"Caturra"
98,13,"Washed / Wet"
98,14,"Green"
98,15,"AlmacafAfA(C)"
98,16,"m"
99,1,"Arabica"
99,2,"troy quimby"
99,3,"Costa Rica"
99,4,"estate la patricia"
99,5,"micro beneficio la cabaAfA+/-a-javier meza"
99,6,"bold coast coffee"
99,7,"tarrazu"
99,8,"Manuel Montero"
99,9,"46 kg"
99,10,"Specialty Coffee Association"
99,11,"2016"
99,12,"Catuai"
99,13,"Washed / Wet"
99,14,"Green"
99,15,"Specialty Coffee Association"
99,16,"m"
100,1,"Arabica"
100,2,"el equimite, cafetal biodinAfA!mico"
100,3,"Mexico"
100,4,"various"
100,5,"cafetal el equimite, rancho agroecolAfAgico"
100,6,"cafetal el equimite, rancho agroecolAfAgico, s.p.r. de r.l."
100,7,"veracruz"
100,8,"Varios productores minifundistas"
100,9,"30 kg"
100,10,"Centro AgroecolAfAgico del CafAfA(C) A.C."
100,11,"2015"
100,12,"Typica"
100,13,"Washed / Wet"
100,14,"Green"
100,15,"Centro AgroecolAfAgico del CafAfA(C) A.C."
100,16,"m"
101,1,"Arabica"
101,2,"simon mahinda"
101,3,"Kenya"
101,4,""
101,5,"ckcm"
101,6,"c dorman ltd"
101,7,""
101,8,""
101,9,"60 kg"
101,10,"Kenya Coffee Traders Association"
101,11,"2015"
101,12,""
101,13,"Washed / Wet"
101,14,"Green"
101,15,"Kenya Coffee Traders Association"
101,16,"m"
102,1,"Arabica"
102,2,"rashid moledina & co. (msa) ltd."
102,3,"Kenya"
102,4,"machure estate"
102,5,""
102,6,"rashid moledina & co. (msa) ltd"
102,7,"central kenya"
102,8,""
102,9,"60 kg"
102,10,"Kenya Coffee Traders Association"
102,11,"2012"
102,12,"SL34"
102,13,"Washed / Wet"
102,14,"Green"
102,15,"Kenya Coffee Traders Association"
102,16,"m"
103,1,"Arabica"
103,2,"nucoffee"
103,3,"Brazil"
103,4,"sitAfA-o sAfAo geraldo"
103,5,""
103,6,"nucoffee"
103,7,"grama valley"
103,8,"Idalina M. De Andrade Ferreira"
103,9,"60 kg"
103,10,"NUCOFFEE"
103,11,"2012"
103,12,"Mundo Novo"
103,13,"Natural / Dry"
103,14,"Green"
103,15,"NUCOFFEE"
103,16,"m"
104,1,"Arabica"
104,2,"young kim"
104,3,"Mexico"
104,4,"kassandra"
104,5,""
104,6,""
104,7,"mexico"
104,8,"Finca Kassandra"
104,9,"1 kg"
104,10,"Specialty Coffee Association"
104,11,"2010-2011"
104,12,"Pacamara"
104,13,""
104,14,""
104,15,"Specialty Coffee Association"
104,16,"m"
105,1,"Arabica"
105,2,"kona pacific farmers cooperative"
105,3,"United States (Hawaii)"
105,4,"kona pacific farmers cooperative"
105,5,""
105,6,""
105,7,"kona"
105,8,""
105,9,"100 lbs"
105,10,"Specialty Coffee Association"
105,11,""
105,12,""
105,13,""
105,14,""
105,15,"Specialty Coffee Association"
105,16,"ft"
106,1,"Arabica"
106,2,"carl walker"
106,3,"Guatemala"
106,4,"la igualdad"
106,5,"concepcion"
106,6,""
106,7,"chuva, san marcos"
106,8,"Federico Weller"
106,9,"69 kg"
106,10,"Specialty Coffee Association"
106,11,"2009/2010"
106,12,""
106,13,""
106,14,""
106,15,"Specialty Coffee Association"
106,16,"ft"
107,1,"Arabica"
107,2,"racafe & cia s.c.a"
107,3,"Colombia"
107,4,""
107,5,"bachue"
107,6,"racafe & cia s.c.a"
107,7,"huila"
107,8,"La Plata"
107,9,"70 kg"
107,10,"AlmacafAfA(C)"
107,11,"2016"
107,12,"Caturra"
107,13,"Washed / Wet"
107,14,""
107,15,"AlmacafAfA(C)"
107,16,"m"
108,1,"Arabica"
108,2,"racafe & cia s.c.a"
108,3,"Colombia"
108,4,""
108,5,""
108,6,"racafe & cia s.c.a"
108,7,"huila"
108,8,"La Plata"
108,9,"70 kg"
108,10,"AlmacafAfA(C)"
108,11,"2015"
108,12,"Caturra"
108,13,"Washed / Wet"
108,14,"Green"
108,15,"AlmacafAfA(C)"
108,16,"m"
109,1,"Arabica"
109,2,"lin, che-hao krude ???"
109,3,"Taiwan"
109,4,"baishengcun coffee ???????"
109,5,"baishengcun coffee ???????"
109,6,"taiwan coffee laboratory"
109,7,"natou county"
109,8,"SU CHUEN SHIAN ???"
109,9,"40 kg"
109,10,"Specialty Coffee Association"
109,11,"2015"
109,12,"Typica"
109,13,"Semi-washed / Semi-pulped"
109,14,"Green"
109,15,"Specialty Coffee Association"
109,16,"m"
110,1,"Arabica"
110,2,"taylor winch (t) ltd"
110,3,"Tanzania, United Republic Of"
110,4,"hasambo amcos"
110,5,"taylor winch (t) ltd"
110,6,"taylor winch (t) ltd"
110,7,"mbeya"
110,8,"Hasambo AMCOS"
110,9,"60 kg"
110,10,"Africa Fine Coffee Association"
110,11,"2014"
110,12,"Other"
110,13,"Washed / Wet"
110,14,"Green"
110,15,"Africa Fine Coffee Association"
110,16,"m"
111,1,"Arabica"
111,2,"racafe & cia s.c.a"
111,3,"Colombia"
111,4,""
111,5,""
111,6,"racafe & cia s.c.a"
111,7,"huila"
111,8,"LA PLATA"
111,9,"70 kg"
111,10,"AlmacafAfA(C)"
111,11,"2012"
111,12,"Caturra"
111,13,"Washed / Wet"
111,14,"Green"
111,15,"AlmacafAfA(C)"
111,16,"m"
112,1,"Arabica"
112,2,"artemio zapata tejeda"
112,3,"Mexico"
112,4,"el suspiro"
112,5,"pacho viejo"
112,6,""
112,7,"coatepec"
112,8,"ARTEMIO ZAPATA TEJEDA"
112,9,"1 kg"
112,10,"AMECAFE"
112,11,"2012"
112,12,"Typica"
112,13,"Semi-washed / Semi-pulped"
112,14,""
112,15,"AMECAFE"
112,16,"m"
113,1,"Arabica"
113,2,"nucoffee"
113,3,"Brazil"
113,4,"fazenda grota funda"
113,5,""
113,6,"nucoffee"
113,7,"south of minas"
113,8,"Glaucio Carneiro Pinto"
113,9,"60 kg"
113,10,"NUCOFFEE"
113,11,"2011"
113,12,"Bourbon"
113,13,"Natural / Dry"
113,14,"Green"
113,15,"NUCOFFEE"
113,16,"m"
114,1,"Arabica"
114,2,"nucoffee"
114,3,"Brazil"
114,4,"sitio claro"
114,5,""
114,6,"nucoffee"
114,7,"south of minas"
114,8,"Ricardo Luiz Ferreira"
114,9,"60 kg"
114,10,"NUCOFFEE"
114,11,"2011"
114,12,"Catuai"
114,13,"Natural / Dry"
114,14,"Green"
114,15,"NUCOFFEE"
114,16,"m"
115,1,"Arabica"
115,2,"brian speckman"
115,3,"Kenya"
115,4,""
115,5,""
115,6,""
115,7,""
115,8,""
115,9,"60 kg"
115,10,"Specialty Coffee Association"
115,11,"2009-2010"
115,12,""
115,13,""
115,14,""
115,15,"Specialty Coffee Association"
115,16,"m"
116,1,"Arabica"
116,2,"lin, che-hao krude ???"
116,3,"Taiwan"
116,4,"shi fang yuan ???"
116,5,"shi fang yuan ???"
116,6,"taiwan coffee laboratory"
116,7,"dongshan dist., tainan city ??????"
116,8,"Wang Chao Yung ???"
116,9,"20 kg"
116,10,"Specialty Coffee Association"
116,11,"2016"
116,12,"Typica"
116,13,"Natural / Dry"
116,14,"Green"
116,15,"Specialty Coffee Association"
116,16,"m"
117,1,"Arabica"
117,2,"kawacom uganda ltd"
117,3,"Uganda"
117,4,"mt.elgon bugisu shamba 2"
117,5,"kawacom"
117,6,"kawacom uganda ltd"
117,7,"eastern"
117,8,"Sipi organic coffee project"
117,9,"60 kg"
117,10,"Uganda Coffee Development Authority"
117,11,"2013"
117,12,"SL14"
117,13,"Natural / Dry"
117,14,"Green"
117,15,"Uganda Coffee Development Authority"
117,16,"m"
118,1,"Arabica"
118,2,"kona pacific farmers cooperative"
118,3,"United States (Hawaii)"
118,4,""
118,5,""
118,6,"kona pacific farmers cooperative"
118,7,"kona"
118,8,""
118,9,"100 lbs"
118,10,"Specialty Coffee Association"
118,11,"2012"
118,12,"Hawaiian Kona"
118,13,"Natural / Dry"
118,14,""
118,15,"Specialty Coffee Association"
118,16,"ft"
119,1,"Arabica"
119,2,"ethiopia commodity exchange"
119,3,"Ethiopia"
119,4,"contact | sidacoop@ethionet.net"
119,5,"coffee processing and warehouse enterpri"
119,6,""
119,7,"sidamo"
119,8,"Sidama Coffee Farmers Coop. Union"
119,9,"6"
119,10,"Ethiopia Commodity Exchange"
119,11,"2009/2010"
119,12,""
119,13,""
119,14,""
119,15,"Ethiopia Commodity Exchange"
119,16,"m"
120,1,"Arabica"
120,2,"philip schluter"
120,3,"Ethiopia"
120,4,"contact | sidacoop@ethionet.net"
120,5,"coffee processing and warehouse enterpri"
120,6,""
120,7,"sidamo"
120,8,"Sidama Coffee Farmers Coop. Union"
120,9,"6"
120,10,"Ethiopia Commodity Exchange"
120,11,"2009/2010"
120,12,""
120,13,""
120,14,""
120,15,"Ethiopia Commodity Exchange"
120,16,"m"
121,1,"Arabica"
121,2,"???? koju matsuzawa"
121,3,"Thailand"
121,4,"matsuzawa coffee"
121,5,"matsuzawa coffee"
121,6,"matsuzawa coffee"
121,7,"thailand"
121,8,"Matsuzawa Coffee"
121,9,"50 kg"
121,10,"Specialty Coffee Institute of Asia"
121,11,"2015"
121,12,"Caturra"
121,13,"Pulped natural / honey"
121,14,"Green"
121,15,"Specialty Coffee Institute of Asia"
121,16,"m"
122,1,"Arabica"
122,2,"lydiah mwangi"
122,3,"Kenya"
122,4,"karatina"
122,5,"sagana"
122,6,"c dorman ltd"
122,7,"nyeri"
122,8,"KARATINA"
122,9,"60 kg"
122,10,"Kenya Coffee Traders Association"
122,11,"2014"
122,12,"SL34"
122,13,"Washed / Wet"
122,14,"Green"
122,15,"Kenya Coffee Traders Association"
122,16,"m"
123,1,"Arabica"
123,2,"cadexsa"
123,3,"Honduras"
123,4,"cerro bueno"
123,5,"cadexsa"
123,6,"cadexsa"
123,7,"marcala"
123,8,"Omar Acosta"
123,9,"1 kg"
123,10,"Instituto HondureAfA+/-o del CafAfA(C)"
123,11,"2014"
123,12,"Catuai"
123,13,"Washed / Wet"
123,14,"Green"
123,15,"Instituto HondureAfA+/-o del CafAfA(C)"
123,16,"m"
124,1,"Arabica"
124,2,"the coffee source inc."
124,3,"El Salvador"
124,4,"several"
124,5,"la majada cooperative"
124,6,""
124,7,"santa ana"
124,8,"Several producers"
124,9,"69 kg"
124,10,"Specialty Coffee Association"
124,11,"2010-2011"
124,12,""
124,13,""
124,14,""
124,15,"Specialty Coffee Association"
124,16,"m"
125,1,"Arabica"
125,2,"grounds for health admin"
125,3,"Nicaragua"
125,4,"santa martha"
125,5,"beneficio atlantic sebaco"
125,6,""
125,7,"jinotega"
125,8,"Juan Alvaro Munguia"
125,9,"6"
125,10,"Specialty Coffee Association"
125,11,"2009 - 2010"
125,12,""
125,13,""
125,14,""
125,15,"Specialty Coffee Association"
125,16,"m"
126,1,"Arabica"
126,2,"consejo salvadoreAfA+/-o del cafAfA(C)"
126,3,"El Salvador"
126,4,"monterrey"
126,5,"j.j. borja nathan"
126,6,"cafetalera del pacifico"
126,7,"apaneca"
126,8,"J.J. Borja Nathan"
126,9,"69 kg"
126,10,"Salvadoran Coffee Council"
126,11,"2016"
126,12,"Bourbon"
126,13,"Washed / Wet"
126,14,"Blue-Green"
126,15,"Salvadoran Coffee Council"
126,16,"m"
127,1,"Arabica"
127,2,"sanjava coffee"
127,3,"Indonesia"
127,4,"sran temanggung plantation"
127,5,"wet hulling"
127,6,"pt. shriya artha nusantara"
127,7,"temanggung, indonesia"
127,8,"PT. Shriya Artha Nusantara"
127,9,"1 kg"
127,10,"Specialty Coffee Association of Indonesia"
127,11,"2016"
127,12,"Java"
127,13,"Washed / Wet"
127,14,"Green"
127,15,"Specialty Coffee Association of Indonesia"
127,16,"m"
128,1,"Arabica"
128,2,"???? koju matsuzawa"
128,3,"Japan"
128,4,"ada farm"
128,5,"ada farm"
128,6,"matsuzawa coffee"
128,7,"ada okinawa japan"
128,8,"Taijiro TOKUDA"
128,9,"1 kg"
128,10,"Specialty Coffee Institute of Asia"
128,11,""
128,12,"Mundo Novo"
128,13,"Pulped natural / honey"
128,14,"Green"
128,15,"Specialty Coffee Institute of Asia"
128,16,"m"
129,1,"Arabica"
129,2,"rodrigo soto"
129,3,"Costa Rica"
129,4,"rio jorco"
129,5,"rio jorco"
129,6,"panamerican coffee trading"
129,7,"tarrazu"
129,8,"Johanna"
129,9,"69 kg"
129,10,"Specialty Coffee Association of Costa Rica"
129,11,"2015"
129,12,"Catuai"
129,13,"Washed / Wet"
129,14,"Blue-Green"
129,15,"Specialty Coffee Association of Costa Rica"
129,16,"m"
130,1,"Arabica"
130,2,"juan luis alvarado romero"
130,3,"Guatemala"
130,4,"san diego buena vista"
130,5,"san diego buena vista"
130,6,"waelti schoenfeld exportadores de cafe, s.a."
130,7,"acatenango"
130,8,"JUAN BOCK"
130,9,"34 kg"
130,10,"Asociacion Nacional Del CafAfA(C)"
130,11,"2015"
130,12,"Bourbon"
130,13,"Washed / Wet"
130,14,"Green"
130,15,"Asociacion Nacional Del CafAfA(C)"
130,16,"m"
131,1,"Arabica"
131,2,"fabian calderon mora"
131,3,"Costa Rica"
131,4,"coopetarrazAfA"
131,5,"coopetarrazAfA"
131,6,"coopetarrazAfA.r.l"
131,7,"tarrazu"
131,8,"CoopetarrazAfA"
131,9,"1 lbs"
131,10,"Specialty Coffee Association of Costa Rica"
131,11,"2014"
131,12,"Caturra"
131,13,"Washed / Wet"
131,14,"Green"
131,15,"Specialty Coffee Association of Costa Rica"
131,16,"m"
132,1,"Arabica"
132,2,"essencecoffee"
132,3,"Ethiopia"
132,4,"moplaco"
132,5,"moplaco"
132,6,"essence coffee"
132,7,"yirgacheffe"
132,8,"Moplaco"
132,9,"30 kg"
132,10,"Blossom Valley International"
132,11,"2014"
132,12,"Ethiopian Yirgacheffe"
132,13,"Washed / Wet"
132,14,""
132,15,"Blossom Valley International"
132,16,"m"
133,1,"Arabica"
133,2,"essencecoffee"
133,3,"Costa Rica"
133,4,"finca salaca las brisas"
133,5,"beneficio las brisas"
133,6,"essence coffee"
133,7,"costa rica"
133,8,"Maria Elena Castro"
133,9,"69 kg"
133,10,"Blossom Valley International"
133,11,"2014"
133,12,"Other"
133,13,"Other"
133,14,"Green"
133,15,"Blossom Valley International"
133,16,"m"
134,1,"Arabica"
134,2,"eric thormaehlen"
134,3,"Costa Rica"
134,4,"various"
134,5,"coricafe sa"
134,6,"coricafe s.a."
134,7,"west valley"
134,8,"CORICAFE BLEND"
134,9,"1 kg"
134,10,"Specialty Coffee Association of Costa Rica"
134,11,"2014"
134,12,"Catuai"
134,13,"Washed / Wet"
134,14,"Green"
134,15,"Specialty Coffee Association of Costa Rica"
134,16,"m"
135,1,"Arabica"
135,2,"rob tuttle"
135,3,"Costa Rica"
135,4,""
135,5,""
135,6,"thrive farmers"
135,7,""
135,8,""
135,9,"2 kg"
135,10,"Specialty Coffee Association"
135,11,"2012"
135,12,""
135,13,"Washed / Wet"
135,14,"Green"
135,15,"Specialty Coffee Association"
135,16,"m"
136,1,"Arabica"
136,2,"cqi taiwan icp cqi??????"
136,3,"Taiwan"
136,4,"dragon ???"
136,5,"dragon coffee ??"
136,6,"blossom valley????"
136,7,"taichung xinshe ??????"
136,8,"Gu yong long ???"
136,9,"30 kg"
136,10,"Blossom Valley International"
136,11,"2013/2014"
136,12,"Typica"
136,13,"Washed / Wet"
136,14,"Green"
136,15,"Blossom Valley International"
136,16,"m"
137,1,"Arabica"
137,2,"compaAfA+/-ia colombiana agroindustrial s.a"
137,3,"Colombia"
137,4,""
137,5,"trilladora agricola"
137,6,"ecom cca sa"
137,7,"santander"
137,8,""
137,9,"70 kg"
137,10,"AlmacafAfA(C)"
137,11,"2013"
137,12,"Caturra"
137,13,"Washed / Wet"
137,14,"Green"
137,15,"AlmacafAfA(C)"
137,16,"m"
138,1,"Arabica"
138,2,"dream together"
138,3,"Kenya"
138,4,""
138,5,""
138,6,"dream together inc."
